央视频道,#genre#
CCTV15音乐,http://14.155.252.160:1212/migu/673168223.m3u8?migutoken=f2f333b082ad41515b338a55bf0ff6805ef897f5b344a5fb78aaccdda414db3c4ddfdbe341b11d06ca1421bf617ce417d280900cb02161afac0a8c095ce6f7bb9215aba1dfb0bb89f647bcf103
CCTV17农业农村,http://14.155.252.160:1212/migu/673168256.m3u8?migutoken=32eb3a1ea6c04d37b5505e785e4ae60531670c20a80da8d7009fbcf7a4de9caa3a54fcfe9f1358bf4ba67ab34fdaee679d8d0d180ce6536ae12189cf15e9aaec0b28209f19f69d10f8e1a564ee
CCTV4欧洲,http://14.155.252.160:1212/migu/608807419.m3u8?migutoken=f83357482d65c0dd92eab630a267adc91c21b377ae02a23494a750a543a608270e5fdcb7a22b2f379e9abad09e11299fa5e6cb217d3fcc9404aabedb66f8ff21cf7106c864068df5843e763ea2
CCTV4美洲,http://14.155.252.160:1212/migu/608807416.m3u8?migutoken=480c87872bdec6a27970a216d025dce2e739b57395e383ed11086df6701777a46c303d9542aecf12e08bdfde2ddd72d521b00b868aa38e698f2c492974af7e034d4d0ee0595b8579c60acf66ae
CGTN外语记录,http://14.155.252.160:1212/migu/609006487.m3u8?migutoken=3fc8db4b985c57e6bbf71cff27c1fe9c61eef2fb27cc4a0ecf2055a831267fd08d1e395658966100b7509442ea6ec6de9528cfd68db605c291f05975e56658641b451565082972e9b59b7607b2
CGTN阿拉伯语,http://14.155.252.160:1212/migu/609154345.m3u8?migutoken=dafa46111a8778126e4b84996c6722f2f552bcd562788987cd3c5049c4012914f27ccc1cd81b714abcb10ece0e0cadf17155afb1a6096c754f0d3896f393e062e056f2990b9d3d66e219a1521f
CGTN西班牙语,http://14.155.252.160:1212/migu/609006450.m3u8?migutoken=7659fedc37baa76993a174ff203e1632356e5ed183f159c661cd79cf4959c9f07d6f435c0f3305a5247ed0a5fb5ec5a7bfef2225316b21aa47d5b69cc977e3d017fff47f49d9a91714f5f01227
CGTN法语,http://14.155.252.160:1212/migu/609006476.m3u8?migutoken=9d439e8138e58bf89c90f7b9d7275045121cf3fda72f3402c0a7d2d4bd9c8eaebd738f41f7987d674d0117c2f7ef206d1cf566d7b222f5f6f3ebd64c2932bc8845b1e4622d73f6036c62e2cce1
CGTN俄语,http://14.155.252.160:1212/migu/609006446.m3u8?migutoken=8a222ce2c284ea67e42e20b4e68a850f35a41f15b5f035871b196e92c38f369a722f923c4d9ef0ebf65abdbae3f261d73d770dbd5a5b6b77970410da452896fbfc817f80d7461c1e51467aa66c
老故事,http://14.155.252.160:1212/migu/884121956.m3u8?migutoken=7c40e5aa37f468c52b895396ae323f64383f623687c0a671b8ccc43b68d02fc826c0f3022c9e785fbf1b63bff8d946542c8af379b591abf472006172a29ed2cfc967723ceec8cc128670edd3da
发现之旅,http://14.155.252.160:1212/migu/624878970.m3u8?migutoken=49257396cc2d03ff84cea166cd12f7f9da24729a8c750875519ae0df9e29ae47f564edd97bbf40098421b07a5c9a298c877a56c1f7c9f65453857d28c4a9c2dd39a7a0042f200e1caafafb5305
中学生,http://14.155.252.160:1212/migu/708869532.m3u8?migutoken=79a1461bc85110db91dfe93c9af235df9c3de3f5d760a032d1a96115b8b943f9dee51fd6e2b443bf96fba7746042a63b2401dafd55beffc24948b3f10fdac516f5f9b3daa93e1128a68256e832
CGTN,http://14.155.252.160:1212/migu/609017205.m3u8?migutoken=1836c585feae1d70e73356dc0316827327db046494c6a7c7d25d69d9ed886e9308c9789ae3b11dbee5390d5c1c3b1893fad2b31f16855941666c35cd58f35f499ed51b4c69825b92c1889c12d4

卫视频道,#genre#
东方卫视,http://14.155.252.160:1212/migu/651632648.m3u8?migutoken=a55ba9d6fd36b0c08f445eeb1ba4a4660f97fe9764a48178617fa7c0d45946fba93e71388197e51216b2bf4b25d645a1184c5e2531ce53c401c2149b165a3991bd6e760187cf5a3bc957198e8b
江苏卫视,http://14.155.252.160:1212/migu/623899368.m3u8?migutoken=d9b89518fc4a37b298ebd1d78e89ad612dfaec539e115b17d15a4c4dda27ac817b51094de0f3d28b563dc4cf1b2a699629f527bc8811db4b5be66fde11579aa14adff320077edf14069c8c58fe
广东卫视,http://14.155.252.160:1212/migu/608831231.m3u8?migutoken=fcd987773346d59b90e797e12ee04af39c4bd6157565b0d4f17d0cda56711b7e49e3a2a7d2ce98ac3a4537c73c4f9e46822763300ab49c36804aa125e1a04da06d6e9f6768183a0414460d33c3
江西卫视,http://14.155.252.160:1212/migu/783847495.m3u8?migutoken=b4bfef444b60c7b5e24378cfa73cea774c4917346c82416d596eb3c98eda8b4c8aea316d3f635eef2642ef2b332a46a432b360180f30afebd5b268271cc606ef1c829ad50aa2599a48a9c3a052
河南卫视,http://14.155.252.160:1212/migu/790187291.m3u8?migutoken=ec904a2322b861bb4f6ece532e112a36e7bd9d3bea620542d5e3882849aebaf6bcf82f3aecf489fe8dbec1fac163b9bed437a9a8e617ff10ce33e6b8c55a96d205e6971b8ffa24ec9cc650b608
陕西卫视,http://14.155.252.160:1212/migu/738910838.m3u8?migutoken=97ec44255a43eaf706d2802902c1efe73f99e0fbbdc6a6b8145556202b319ec4fe99ee1502d5c88c00812c3d44c74a20b6e9c98182602c6103732b506a442f6fef245c53e8a2c2c8300fe0bed9
大湾区卫视,http://14.155.252.160:1212/migu/608917627.m3u8?migutoken=0fc718f35edc2d55a6e6d5e88a9b621c9e740b3d7d29f511f82ffe09232801978c0d4142445717dbbc878f3433bc2401cb8172809653b8e16f09a366a480fdba87dcc12e250fd71017ed5dce4a
湖北卫视,http://14.155.252.160:1212/migu/947472496.m3u8?migutoken=f365985c6823e2aae0de9fd3657b49edc53429f5a16472bf31072e40ded56cadd25867be5b771e4855bf9d93fe954413bb6f2573976308b6279858b801b81bb10881f7bd08f3c554da8921a5b4
吉林卫视,http://14.155.252.160:1212/migu/947472500.m3u8?migutoken=711872ef30781b35247958a9b14ca443ed883f4f116dc4c3a44d911bea0a73c610a51014ce1f4e342f83dfe6d033b275af5bd4552331c36a13b554278e30921770cdd538e9f84892a522e4a805
青海卫视,http://14.155.252.160:1212/migu/947472506.m3u8?migutoken=c6284cb867619ad485fbc68bf075d073a9fa196431c39408da6d290ddc8d7812b68e1e7e00d10a405363aa0ba0e1f6926db9382a34c8e93927f6b5b8fd5428deaeeb9347894f092facf203a104
东南卫视,http://14.155.252.160:1212/migu/849116810.m3u8?migutoken=9742ba6137cb778bf7764b9ceafd2308155412236fd74dcc3c607304563ff53b81bd4ebd36d967047b3e7caaa39e55b3c87bb1a18db3747f1a372b21450fa3ab897dcb72a474709aa7c9ed741d
海南卫视,http://14.155.252.160:1212/migu/947472502.m3u8?migutoken=c12e1a7618e1deb2cfe162e547f7ba3bd06372be6507755b3870d29619afc3cdb1503037ba46c14fbfca702c6c7c9206077ae8cdafa935dfcd27d6b8006ac666fc2bb0b6fcc3e3025f2b8bcfab
海峡卫视,http://14.155.252.160:1212/migu/849119120.m3u8?migutoken=cf11193ec637dcb1e0ad3946cbf4eb1049ab46b48340203dea5ace07096bc9023f41533adcee10f7a050731253bead000b5bd1d9ffe5f01c0b93fa4ab5e1dbaf189284b4277ef9321d94df3cbb
上海新闻综合,http://14.155.252.160:1212/migu/651632657.m3u8?migutoken=9bf47473763cfcedb2add2b4468f625e5ff07725f3f265dfb2d5073ee3270c11872913558ca1d1cedaa276ab0e0e4cfefa8e1f4462351760805391905d40f9079b0a1f4530c3fe029d66c43cb2
上视东方影视,http://14.155.252.160:1212/migu/617290047.m3u8?migutoken=431efc2b4651e15da5cf97c0cabfe3cb001f8ded7cf6c44efcf81854cbc08bab9871e6efc24616d3a62675f804073eb38fd9310836487e1d4f9c32371c2731a1c119ce170412fc2554fae9c1ed
上海第一财经,http://14.155.252.160:1212/migu/608780988.m3u8?migutoken=f6e4d6d3de4eab52df145885501d9226ced263dd13930e240a6b2b8ecf05bbf66fd6bc63e6cfe12bb41b2bebc9f79ed33d1133c93db1b013969197060e6850b546d0caea6de0f997bad1782628
优漫卡通频道,http://14.155.252.160:1212/migu/626064703.m3u8?migutoken=7c4560673ed306d0c48f50c0f88d57ae2a87a9fd1aa816b35dfae15f819046ac7de15da2c46ddfd15d9b17f3347942e031f83534fc17c934d9e8a520e639253a4250522a532e085ece4dc26238
经典香港电影,http://14.155.252.160:1212/migu/625703337.m3u8?migutoken=a8b6545e786c2873f392ce6c646d277ea8290407f3c208403d94aea6ec5fa4ac165af2e2d247fc11570164cd5616be3c6d05a474d1c7a49db2cee27bb23e9a7d9b162ec794ba019e2e95f8fb9a
军事迷必看大片,http://14.155.252.160:1212/migu/617432318.m3u8?migutoken=0e4123600c865657240c6ca40ddbcd8faf3526e74ae721877ef48518d1bad5e1a12e9af87909355a2a603c0f160ded28dd334c3cca8a6ba110204a8d7ce621a395616a948d4bd263af297a8d69
新片放映厅,http://14.155.252.160:1212/migu/619495952.m3u8?migutoken=fc9af11e585fb013941af42d3692aea5550fa244c47093412c2b4ecb6ed96e8f83951a838b75bac63f75cc03e9682b59f809caa0a369b390a9ec5bf8adb9a8c0d9b9e834f1528d716aaedcdeb7
CHC动作电影,http://14.155.252.160:1212/migu/644368714.m3u8?migutoken=120f7568ea5fffb775d2435a7858110ba3101885d22e65f155e9f52aab13e80a64663dd54c600364fd43218c7a046f56eda105c936ae97533de9250c927d9d2c2b6518794bf3ca5bf40484f75d
CHC家庭影院,http://14.155.252.160:1212/migu/644368373.m3u8?migutoken=b711fad1ac09d883acd7c0a15fc695c309283c2a7b7bcdce0c7c221c79deea3ecac93aee1872029cc62e13cc899f2935c1bafec63e9252e544801db698c2fdae38fd6f38dee806eeb00e8c5634
高清大片,http://14.155.252.160:1212/migu/629943678.m3u8?migutoken=a4f7b1195f36563d78c1e26f9b1f605ae76cae768c6c5b3ff86b141ec7cc7cb300fae5d63c426ffe37addb68ef95923136a8e74efca747b36b7018506d7c53d13d18cdd51627767c8dd5f1742c
CETV1,http://14.155.252.160:1212/migu/923287154.m3u8?migutoken=548ace5ded28a78217b34876b18f462140b23fd6881461692efc01c0317254dbd9d9209542f3dc3019220c578f4ded68fd2aa875bd1745d5c5fa5e0932d331e7f1182e5737f847c4fc334d15b7
CETV2,http://14.155.252.160:1212/migu/923287211.m3u8?migutoken=55397bf6b68b72ea72a54931ef784b46ce91e53f5d4a39158fd54536c8174e1e815acc1bb1a68b1337b8cfc63babe0a7b16d95ebbec3f5c57ce43e8bf649372327cc488ba71a5b9341fc739ded
CETV4,http://14.155.252.160:1212/migu/923287339.m3u8?migutoken=dcec7bf1f3703fb68e7775b601c29c42dc8a66cf5c7062e6ab4a4c9b023274db3b01b82190758b5c8c1faff964b53915398be1bd0157f5b499d1a230c8f5a4f90f61067328466cacad5f2d59d5
